transcript_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_002547,11,0,0,0,3,0,3,3,3,0,3,3
NM_001282505_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NR_030586_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_198465,0,0,0,0,0,0,0,0,0,0,0,0
NM_080737,5,0,5,0,0,69,0,0,0,0,0,0
NM_032498_dup1,0,0,0,2,0,5,0,0,3,0,0,0
NM_001039705,1,1,78,0,0,16,133,327,1,0,0,6
NM_145052,659,871,710,389,802,339,684,729,550,359,890,835
NM_032512,0,0,0,0,0,0,0,0,0,0,0,0
NR_110646,0,0,0,0,0,0,0,0,0,0,0,0
NR_030774,323,405,375,153,0,113,131,217,286,209,308,273
MSTRG.865.1,95,119,136,134,194,20,310,87,348,79,13,101
MSTRG.865.3,26,56,13,12,12,0,10,0,70,18,0,9
NM_005229,1569,1110,1935,1530,2242,674,2055,1669,2521,841,1728,1989
NM_015507,0,0,0,0,0,0,0,0,14,0,0,28
NM_001105243,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098410_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NR_029909,0,0,0,0,0,0,0,0,0,0,0,0
NM_005300,0,0,0,0,0,0,0,0,0,0,0,0
NR_073010,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137_dup3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137_dup7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137_dup6,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.438.1,11,4,5,7,8,3,0,4,14,5,0,2
NM_001080137_dup4,0,0,0,0,0,0,0,0,0,0,0,0
NR_036173,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080137_dup9,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.794.1,5,11,32,7,10,5,4,14,15,2,1,2
NM_015185,153,251,343,0,0,147,216,16,130,289,302,117
NM_018196,1066,1021,756,430,427,386,707,541,797,460,747,775
NM_001177466,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.154.1,1461,2607,665,245,2465,0,1110,1661,600,323,421,459
NR_120499_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.408.1,1,0,0,0,2,0,8,1,4,2,2,0
MSTRG.454.1,203,262,176,142,160,0,278,75,817,70,0,215
NR_027401,8,4,9,4,3,4,9,7,2,3,3,3
MSTRG.454.3,214,100,234,249,191,0,204,0,0,149,0,349
MSTRG.454.2,316,557,189,0,151,0,0,123,194,188,262,104
MSTRG.454.5,55,129,2,5,93,0,5,0,0,2,248,0
MSTRG.454.4,68,0,82,0,0,0,149,0,0,0,0,0
NM_001099410,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.454.6,408,48,111,92,97,35,249,71,2,0,8,67
MSTRG.879.3,146,153,311,50,148,0,28,245,3,258,827,0
MSTRG.958.2,59,51,69,34,87,4,61,54,109,47,50,85
MSTRG.958.3,38,42,48,234,5,0,9,8,46,17,13,27
MSTRG.879.6,0,0,0,90,400,0,277,515,119,0,1664,0
MSTRG.879.7,149,464,384,8,14,5,14,0,65,10,20,11
MSTRG.958.6,0,277,163,52,149,22,61,23,148,0,57,75
NR_027621,0,0,0,0,0,0,22,0,0,0,0,0
MSTRG.456.1,603,737,570,130,231,352,356,650,332,333,509,722
NR_029962,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.367.2,236,138,61,59,28,74,55,32,84,19,134,54
NM_177433,635,574,513,399,185,298,482,751,199,696,475,346
NM_001098418_dup3,0,0,0,0,0,0,0,0,0,0,0,0
NM_176819,5,0,0,0,0,0,0,0,0,0,0,0
NM_019067,933,709,1101,926,1108,916,2068,260,1024,1045,951,479
NM_080390,12,27,74,18,5,0,12,18,99,12,0,32
NM_022117,1462,1376,1391,981,1071,339,1677,1056,1583,691,1409,1245
NM_001185082,116,233,257,46,110,54,242,167,206,80,179,185
NM_001185081,0,61,0,0,71,0,0,76,0,0,0,0
MSTRG.683.1,9,6,0,0,2,0,6,12,13,0,2,2
NM_001282504_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001847,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277710,99,1,53,7,1,8,1,1,10,1,10,8
MSTRG.420.1,2,15,4,0,4,2,5,0,11,2,2,3
NM_001178135,0,32,25,0,0,17,5,1,18,1,0,3
NM_001282338,0,0,0,0,0,0,3,0,1,0,0,2
NM_001037540,12,17,10,201,0,0,3,2,0,8,18,8
MSTRG.997.1,17,13,0,0,2,2,2,0,0,2,7,4
NM_153270,0,24,0,0,5,0,11,9,44,4,52,5
NM_001256760,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080145_dup3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080145_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NR_106955,0,0,1,0,0,1,0,0,1,0,1,0
NR_106954,3,2,3,3,2,2,5,1,4,3,5,4
NM_001080145_dup4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001282754,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080145_dup8,0,0,0,0,0,0,0,0,0,0,0,0
NR_039991_dup1,5,13,10,12,10,0,15,0,22,5,0,9
NM_001448,2121,690,909,223,400,12,1074,605,722,348,25,1185
NM_001449,866,3834,0,0,155,0,468,459,872,0,0,0
MSTRG.988.1,11,16,33,10,4,4,22,7,20,9,11,9
NM_001711,0,0,0,0,0,4,0,0,0,0,0,0
NM_030639,0,0,0,0,0,0,0,0,52,0,0,0
NM_002910,342,396,197,277,224,130,275,252,683,107,111,268
NM_001152,27390,29682,40335,19445,19601,12239,23209,21581,28058,16317,22763,24957
NM_001080142_dup8,0,0,0,0,0,0,0,0,0,0,0,0
NM_004650,469,456,755,441,278,432,749,349,491,453,351,709
NM_004651,2934,3888,2823,2772,3259,1914,2613,2895,3941,1614,2998,2605
NM_001111125,7,36,11,8,0,0,10,0,17,0,0,0
NM_019886,124,216,288,334,492,177,704,577,495,201,455,643
NM_138780,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080975,0,0,8,0,0,0,0,0,0,0,0,0
NM_004493,4542,3493,5381,3153,3758,1893,3685,2840,5827,2187,2913,3543
NM_001313913,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.894.5,165,9,33,101,11,92,4,19,6,44,4,12
NR_024616,58,69,65,16,30,26,81,16,67,39,66,32
NM_004018,582,573,430,145,279,148,427,274,702,189,422,711
NM_004019,4,1,1,1,1,2,1,1,1,1,1,1
NM_000555,0,0,0,0,0,0,5,0,0,0,0,0
MSTRG.1015.11,121,520,0,0,0,152,0,20,594,0,0,0
MSTRG.63.1,23,47,61,17,9,23,28,17,40,26,34,67
NM_004010,0,0,0,0,4,0,2,0,0,0,0,0
NM_004011,0,0,0,0,0,0,0,0,0,0,0,0
NM_004012,0,0,0,0,0,0,0,0,0,0,0,0
NM_004013,0,0,0,0,0,0,0,0,0,0,0,0
NM_004014,0,0,0,0,0,0,0,0,0,0,0,0
NM_004015,680,973,217,138,413,247,349,419,486,310,285,564
NM_004016,779,871,372,124,377,147,754,366,514,305,337,598
NM_004017,880,1026,192,159,337,311,413,295,621,163,611,840
NM_001306206,5,2,2,1,6,1,4,22,11,4,1,2
NM_133486,0,0,1,0,0,0,96,0,87,94,0,0
NM_020061,0,0,0,0,0,0,0,0,0,0,0,0
NM_018698,0,0,0,0,0,0,0,0,0,0,0,0
NR_028366,0,0,0,0,0,0,0,0,0,0,0,0
NM_000950,0,0,0,0,0,0,0,0,0,0,0,0
NM_153252,2696,3284,2200,1134,1444,1156,2682,1741,2967,1747,2033,2158
NM_001169154,0,0,0,0,0,0,0,0,0,0,0,0
NM_021048,0,0,0,0,0,0,0,0,0,0,0,0
NM_021049,0,0,0,0,0,0,0,0,0,0,0,0
NM_004780,145,42,198,142,81,58,106,79,235,2,156,87
NM_001032384,0,0,19,35,1,0,1,22,1,1,1,1
NM_001032381,320,616,895,430,143,141,5,375,321,141,576,580
NM_001242614,0,1,1,0,1,0,0,2,1,0,1,2
NM_001032383,339,389,423,428,268,140,51,297,419,163,315,231
NM_001032382,1889,1016,2153,1017,1243,671,61,952,1583,1028,1089,934
NM_001303514,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.691.1,3,2,0,0,0,0,14,0,3,1,0,0
NR_120494_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_020665,9,0,12,4,12,14,10,14,10,0,0,17
NM_001171908,52,154,44,47,0,57,31,308,139,85,134,114
NM_001289109,0,0,0,0,0,0,0,0,0,0,0,0
NM_172249,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080138_dup9,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.317.1,476,591,659,361,398,199,527,516,533,376,351,438
NR_031581,0,0,0,0,0,0,0,0,0,0,0,0
NM_172247,0,0,0,0,0,0,0,0,0,0,0,0
NM_172246,0,0,0,0,0,0,0,0,0,0,0,0
NM_172245,0,0,0,0,0,0,0,0,0,0,0,0
NM_181672,4658,4844,3524,2108,3155,1859,2548,3216,3642,2817,3303,3809
NM_181673,826,754,1181,279,365,747,746,560,869,328,718,695
MSTRG.315.3,181,244,417,344,316,145,492,163,301,291,200,150
MSTRG.369.1,12,17,3,10,3,1,23,3,9,5,7,15
NM_015884,1240,1638,1111,628,815,569,1185,939,1434,825,1175,1088
NM_001291530,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.954.1,4,13,6,0,2,2,4,2,3,4,6,11
NM_001291535,0,0,0,0,0,0,0,0,0,0,0,0
NM_032946,0,0,0,0,0,0,0,0,0,0,0,0
NM_152274,258,472,360,346,481,296,122,363,725,217,177,269
MSTRG.718.3,0,0,761,0,613,2,0,0,0,139,0,625
NM_001257291,1127,4488,0,0,0,431,0,3260,721,2748,0,0
NM_001170931,0,0,0,0,1,0,0,1,0,0,0,0
NM_003159,79,28,61,7,24,39,46,36,87,36,72,104
NM_001080790,0,0,0,0,0,0,0,0,0,0,0,0
NR_003539,0,0,0,0,0,0,0,0,0,0,0,0
NR_033262,0,0,0,0,0,0,0,0,0,0,0,0
NM_139282,0,0,0,3,0,0,3,0,0,0,0,0
MSTRG.305.4,4,2,4,556,1509,0,2047,3,20,3,2,791
MSTRG.1042.1,8,14,24,12,10,2,11,6,28,9,18,5
MSTRG.305.1,2327,464,1431,49,266,1004,661,409,566,1125,1607,1322
MSTRG.305.3,1668,1958,2253,1369,6,0,192,1302,1916,914,1453,14
NM_018990,19832,14608,21732,12951,12886,7641,17912,10783,24117,11093,15816,15497
MSTRG.216.1,25,89,17,39,40,4,61,30,101,39,24,27
NR_125730,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.710.3,1,0,0,0,552,0,0,0,0,390,0,0
MSTRG.482.4,0,0,0,0,0,0,0,0,0,0,0,243
MSTRG.482.5,0,0,0,0,0,0,0,0,0,0,0,132
MSTRG.482.6,173,0,298,0,0,0,0,0,262,112,0,0
NM_207318,2678,3560,2449,1367,2057,1123,2408,2331,2940,1628,2722,2337
MSTRG.482.2,3,26,19,18,119,0,28,124,11,43,16,4
MSTRG.482.3,134,874,161,756,733,305,1254,555,144,82,252,84
NM_001164417_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136233,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.710.1,652,920,472,412,2,41,689,599,616,2,454,305
NM_001136234,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166426,1512,556,1745,288,214,679,850,361,1309,226,795,479
NM_001166422,36,68,100,45,32,12,57,38,81,28,72,18
NR_031748,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166420,36,38,38,27,25,6,28,31,41,17,32,19
NM_138923,580,53,0,77,0,0,0,205,0,0,735,250
MSTRG.319.4,2,3,1268,3,6,0,814,1,14,712,336,260
MSTRG.319.3,550,0,114,79,0,0,0,132,300,0,643,0
MSTRG.319.2,2446,1668,134,88,158,1000,133,923,352,109,1416,249
MSTRG.319.1,0,0,0,8,15,5,6,328,7,2,4,1622
MSTRG.732.4,15,20,28,9,23,4,18,21,47,6,11,14
MSTRG.1018.2,1231,1537,1486,3547,3299,454,4446,3007,5819,553,3804,3391
NM_001278691,0,0,0,0,0,0,0,0,0,0,0,0
NM_139250,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.734.1,190,193,184,168,174,108,201,178,234,120,218,130
MSTRG.919.1,4,2,4,1,3,2,5,5,1,1,12,0
MSTRG.27.1,12,2,3,7,12,3,35,0,6,7,2,9
MSTRG.395.18,0,0,0,211,28,0,639,1073,446,0,665,246
NM_001013736,0,0,0,0,0,0,0,0,0,0,0,0
NM_138819,28,1,0,0,0,9,0,0,6,1,0,0
NM_001099686_dup1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080143_dup5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171192,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171193,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171191,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170760,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.850.4,0,0,935,0,0,324,0,617,0,0,0,0
NM_003688,0,0,0,8,0,0,0,0,0,0,0,0
MSTRG.871.1,184,173,138,99,131,74,138,255,241,107,129,189
NM_031892,3217,4444,3134,829,4209,1649,2696,2705,2565,1967,5014,4993
MSTRG.983.1,0,0,0,0,0,0,280,0,0,0,0,0
NR_001564,11,0,13094,8395,4,6175,33746,12,4,9077,15,15812
NR_026545,92,133,84,131,87,17,48,96,158,53,86,44
NM_001278701,0,0,0,0,0,0,0,0,0,0,0,0
NR_002725,21,0,0,0,0,0,0,0,0,0,18,24
NM_001278702,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.230.1,93,92,95,16,15,36,24,22,23,43,45,75
NM_014599,844,623,1132,87,925,401,874,719,899,455,752,729
NM_001282231,206,27,182,0,56,1,119,0,66,0,4,0
NR_003710,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.621.1,7204,5522,12735,6770,3571,3522,8716,3979,5963,5877,6172,5129
MSTRG.232.1,0,0,0,0,281,0,0,0,0,0,0,0
NR_073450,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184750,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.47.1,13,13,16,27,9,4,33,14,9,5,11,20
NM_001171991,0,0,111,0,0,0,47,0,149,63,0,56
MSTRG.49.1,2,3,0,1,2,0,2,0,2,0,5,8
MSTRG.730.1,16,8,3,2,0,0,6,0,2,0,0,2
MSTRG.710.6,0,13,0,0,0,0,13,0,0,0,0,0
MSTRG.852.3,231,199,252,361,311,182,586,94,101,423,302,400
NM_001170553,0,0,5,3,0,12,0,0,0,0,4,0
MSTRG.710.5,200,158,131,43,103,40,100,88,159,53,80,175
NM_001129900,75,73,131,0,118,0,80,156,206,106,100,201
NM_052957,146,103,149,86,117,54,147,83,131,55,109,59
MSTRG.242.1,33,57,35,33,41,19,41,31,30,18,50,29
NM_001204401,728,0,802,660,696,0,0,0,0,0,0,289
NM_001204402,5,1,28,2,5,0,2,0,0,7,0,8
NM_001007551,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.607.1,7,18,0,0,3,0,0,0,7,0,6,0
MSTRG.850.1,878,1011,0,593,583,0,774,41,1010,557,717,837
MSTRG.244.1,6,8,16,8,8,13,21,8,22,4,5,11
NM_001144885,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144886,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144887,0,0,0,0,0,0,0,0,0,0,0,0
NM_005314,181,95,50,12,31,51,96,39,43,169,66,26
MSTRG.588.1,24,21,31,22,23,7,31,21,25,8,19,15
NM_005647,478,1371,0,523,246,354,1123,1149,744,1388,478,972
MSTRG.25.2,864,414,156,237,472,174,753,110,282,184,347,218
NM_002444,80097,61801,81323,33874,40694,32634,66110,37970,60382,44718,51216,48588
MSTRG.852.1,0,96,92,0,0,0,0,227,416,0,0,0
MSTRG.246.1,602,156,66,530,612,277,1005,40,153,19,65,135
MSTRG.246.6,36,57,34,36,103,0,139,70,108,46,89,107
MSTRG.852.6,3,190,3,86,0,1,0,0,0,0,0,0
MSTRG.246.5,565,1603,1583,0,558,5,575,1123,2470,1257,1700,822
MSTRG.41.12,41,35,120,40,0,0,284,0,150,6,0,60
MSTRG.41.10,7,0,0,0,0,0,0,0,0,0,0,24
MSTRG.41.11,0,0,14,25,0,0,20,0,0,13,0,0
NM_001163322,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163323,17,0,0,0,4,0,0,39,0,0,0,5
NM_001163321,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177479,0,153,215,179,166,43,130,205,16,92,158,167
NM_001177478,0,10,0,0,0,0,0,0,0,0,19,0
MSTRG.854.4,637,0,2,0,3,0,3,1,0,5,2,1
MSTRG.854.1,301,258,320,166,270,145,351,240,259,247,201,166
MSTRG.23.1,329,0,142,134,135,0,198,0,146,50,0,103
NM_001177475,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.854.2,4716,2136,4484,28,857,2041,881,1473,3645,2530,747,1737
NM_001178032,0,1,4,0,0,0,0,0,0,0,5,0
NM_001178033,0,0,0,0,0,0,0,0,0,0,13,0
NM_033380,89,0,5,0,0,0,0,0,5,0,9,23
MSTRG.665.4,0,0,0,0,141,0,0,0,74,0,0,0
NM_001040663,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005612,0,0,0,0,0,0,0,0,0,0,0,0
NM_001300884,209,0,0,0,788,0,0,145,263,0,1,334
MSTRG.483.1,5,1,5,2,2,0,7,0,4,1,1,3
NM_001006640,77,112,78,85,137,94,205,111,93,69,42,100
NM_033018,1006,0,967,672,147,730,825,388,790,8,726,548
NR_027141,668,669,643,373,516,412,648,593,660,343,786,473
NM_001142806,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142805,0,0,0,0,0,0,0,0,0,0,0,0
NM_152692,3,5,16,0,0,0,4,3,4,2,3,0
NR_027383,656,717,1125,742,181,233,321,534,955,372,656,642
MSTRG.669.5,84,57,122,0,0,0,96,3,224,1,0,73
MSTRG.37.1,7,0,4,2,0,2,14,0,2,0,3,1
NM_152695,164,218,88,95,115,55,222,133,164,77,172,107
NM_013453,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163438,23,9,43,15,9,26,12,18,2,48,46,52
MSTRG.31.1,25,47,49,23,42,10,59,23,40,38,21,17
NM_033495,135,7,31,0,5,0,0,7,0,0,5,40
NR_028597,15,24,15,18,14,4,20,17,20,19,27,16
MSTRG.584.1,7,2,4,6,3,4,6,2,9,4,18,20
NM_022101,1329,1274,1805,1041,1408,526,1470,1221,1667,266,1214,1193
NM_001034853,102,40,21,0,28,9,125,13,35,0,49,38
MSTRG.981.2,136,137,59,49,44,43,52,42,38,46,32,42
MSTRG.523.1,0,0,1991,1482,0,443,3925,0,0,1126,0,1252
NM_001178108,1,0,0,0,0,0,0,0,0,0,0,0
NM_001178109,0,0,0,0,0,0,0,0,0,0,0,0
NM_001178106,26,92,156,38,53,0,75,124,98,72,102,0
MSTRG.817.4,25,18,0,5,0,24,0,0,49,8,6,12
NM_021109,451000,438332,606379,238063,365242,217084,355331,304838,471261,274398,319719,278977
MSTRG.677.2,19,48,27,16,3,4,48,15,35,54,31,42
NM_001830,437,698,440,85,32,241,627,271,16,32,0,66
NM_001080141_dup6,0,0,0,0,0,0,0,0,0,0,0,0
NR_039925,0,0,0,0,0,0,0,0,0,0,0,0
NR_039924,0,0,0,2,1,0,1,1,1,0,1,1
NR_039927,0,0,0,0,0,0,0,0,0,0,0,0
NR_039926,0,0,0,0,0,0,0,0,0,0,0,0
NM_139289,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.981.6,272,156,128,269,377,70,294,251,573,165,277,300
NR_003254,0,0,0,0,0,0,0,0,0,0,0,0
NR_003255,50,16,3116,756,29,256,2341,23,20,595,46,916
NM_001139500,0,0,0,0,0,0,0,0,0,0,0,0
NR_110651,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008537,5,2,3,0,1,1,240,5,84,43,1,5
NM_001008535,0,0,0,0,0,0,0,0,0,0,0,0
NM_001008534,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141919,0,0,0,0,0,0,0,0,7,4,0,3
NM_001080141_dup2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001098624,0,0,0,0,0,0,0,0,0,0,0,0
NM_004344,973,1082,1036,835,973,436,1210,1097,1398,814,1072,941
MSTRG.228.1,3,2,13,16,16,14,11,15,9,5,12,17
NM_001031739,0,79,187,0,118,0,115,72,274,134,0,43
NM_001144005,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142797,209,96,122,12,72,133,211,26,82,94,514,154
MSTRG.965.2,195,0,0,0,0,0,121,0,0,0,0,0
NM_030624,1689,1754,1177,550,946,553,1299,1165,137,965,1119,1314
MSTRG.501.1,300,193,73,58,2,135,91,1,51,85,365,69
MSTRG.836.1,12342,13322,16506,24,49,5978,49,2101,851,48,8721,3371
MSTRG.25.3,0,218,0,0,0,0,0,0,0,0,0,0
MSTRG.709.1,0,9,14,0,23,0,0,140,0,0,0,0
NM_004463,4,0,4,0,0,0,0,0,0,0,0,0
NM_001042480,195,170,374,180,163,92,295,157,192,162,193,150
NM_004469,0,0,0,0,0,0,0,4,3,0,0,0
NM_001493,4842,3520,4465,580,971,1785,1090,663,1188,2738,1014,912
MSTRG.392.8,601,769,333,207,158,201,330,781,706,228,228,293
NM_022053_dup1,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.55.1,163,0,21,2,121,0,177,185,32,36,63,146
NM_174951,0,0,0,0,0,0,0,0,0,0,0,0
NR_024607,6,4,13,0,6,8,0,9,11,7,25,23
NR_004379,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.979.1,1,2,1,2,2,1,2,9,2,2,2,6
NR_046803,1,1,0,0,0,0,0,0,1,0,0,0
MSTRG.53.1,2,0,1,17,53,0,72,32,8,0,6,26
NM_004065,0,2,3,10,5,0,0,0,0,2,0,0
NR_130638_dup1,0,0,0,10,0,0,0,0,14,3,9,0
NM_006915,1272,1139,1000,461,757,525,924,1009,1354,599,703,911
MSTRG.675.1,9,12,2,19,14,7,16,2,16,14,9,8
NM_001171110,0,0,0,0,0,0,0,0,0,0,0,0
NM_203303,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257241,0,2,0,0,0,0,0,0,0,0,0,0
NM_007268,0,0,0,0,0,0,0,0,0,0,0,0
NR_028379,0,12,581,155,207,0,177,331,5,221,12,328
NM_001257240,0,3,34,168,36,8,66,377,3,22,126,27
NM_001168301,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168300,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168303,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168302,0,0,3,0,0,0,0,0,0,0,0,0
MSTRG.793.1,51,55,47,73,54,28,136,44,89,34,29,43
MSTRG.613.1,22,15,0,0,11,0,0,15,3,0,10,0
NM_153488,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29.1,7,4,7,7,6,0,37,6,17,8,8,11
NM_016303,250,492,238,119,242,79,211,333,407,75,495,605
NM_004208,5317,5083,6401,3235,3649,2041,4524,3463,6086,2881,3601,3702
NM_001142463,179,273,597,376,209,0,1086,1970,922,0,0,694
MSTRG.340.1,9,6,14,2,3,6,3,4,8,6,6,4
NR_125391,11,0,0,0,0,0,0,0,0,0,6,0
MSTRG.791.1,30,33,59,20,32,22,44,15,23,15,36,16
MSTRG.611.1,3,0,0,0,0,0,0,2,7,0,7,0
MSTRG.644.2,311,147,367,450,160,459,1132,612,146,598,183,325
NM_001037171,1642,258,184,183,1573,517,193,195,421,158,80,336
MSTRG.831.3,0,0,2086,0,0,1517,304,0,139,0,0,78
MSTRG.830.2,0,0,0,0,0,0,882,0,0,0,4,644
MSTRG.342.1,75,81,121,72,18,34,54,11,155,10,24,46
NR_132964,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.830.6,1,0,0,0,699,0,112,0,166,0,1,104
NR_126350,0,0,0,0,0,0,0,0,0,0,0,0
NR_030631,0,0,0,0,0,0,0,0,0,0,0,0
NR_024048,62,57,34,115,56,31,129,68,97,13,96,137
NM_000307,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.39.1,9,9,5,3,11,3,29,7,13,3,6,11
MSTRG.295.1,9,10,10,3,16,4,10,4,11,1,12,4
NM_001011719,0,0,0,0,0,0,0,0,0,0,0,0
NM_024778,0,0,0,0,0,0,0,0,0,0,0,0
NR_029513,0,0,0,0,0,0,2,0,0,0,1,0
NM_019848,1008,566,996,612,734,432,506,751,778,502,801,563
NM_001042537,1058,1773,1329,777,8,685,20,1437,1941,0,83,14
MSTRG.409.1,3,6,4,13,6,0,30,4,4,4,8,3
MSTRG.790.1,2149,1657,818,2294,3575,420,2342,1048,1016,828,1270,921
NM_152856,643,459,582,400,308,270,468,283,647,274,231,105
NM_004845,13,20,10,7,0,0,5,5,9,7,34,17
NM_001009613,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.558.5,25,693,275,0,478,0,0,0,816,0,636,506
MSTRG.558.6,1,34,147,1,0,0,129,1,630,21,353,335
NM_001024666,45,352,1220,696,432,664,856,233,1851,854,1584,1267
MSTRG.1012.1,2,0,0,0,0,0,0,0,0,0,180,0
NM_001032289,188,125,203,101,304,118,6,155,261,136,260,91
MSTRG.1012.3,884,1087,1383,744,682,395,759,973,1023,522,1473,580
MSTRG.558.3,326,29,0,0,626,0,492,242,657,0,0,0
NM_024885,3,0,0,0,0,0,0,5,2,0,0,4
NM_004683,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.558.8,12,4495,15,301,15,1177,3329,1,1019,201,2796,1748
MSTRG.558.9,186,1146,227,193,296,3,300,21,145,264,320,21
NM_001012288,0,0,0,0,0,0,0,0,2,0,0,0
MSTRG.907.1,221,8,221,297,6,134,175,196,20,168,523,7
MSTRG.538.1,18,20,12,24,14,6,7,16,13,4,14,7
MSTRG.281.1,3826,2670,4320,3284,2663,1580,4160,2407,4212,2079,2797,3126
NM_000169,789,738,1197,423,634,566,455,853,829,423,1048,350
MSTRG.785.1,6,12,18,6,4,3,14,2,5,11,19,6
NM_175859,65,16,14,46,60,6,97,60,48,25,49,51
NM_000167,0,0,240,0,234,0,306,0,183,215,0,1
NM_031407,43,0,0,95,154,0,1,8,1,3,115,133
NM_001013742,0,0,0,0,0,0,0,0,0,0,0,0
NR_026975,135,119,109,97,129,21,354,84,306,141,17,137
NM_130776,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.534.1,0,0,0,0,0,0,0,0,14,0,0,0
NM_003410,223,895,1569,916,1491,674,1850,10,1043,884,0,2038
NR_029423,28,28,17,7,21,9,26,13,19,11,15,22
NM_001184924,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.419.1,15,8,2,0,2,2,3,2,4,2,2,2
NR_029427,0,0,50,13,45,35,25,20,9,131,45,26
NM_001278000,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303513,0,0,0,0,0,0,0,8,0,0,0,0
NM_001303512,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303515,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.343.4,114,7,2,177,7,3,4,1,4,64,7,1
NM_001303516,0,0,0,0,0,0,0,0,0,0,0,0
NM_024087,0,2,0,0,3,0,0,0,0,4,6,0
MSTRG.831.5,1536,36,299,29,39,207,22,65,32,50,28,40
